scaffold,LG,av,inv_status
Contig72438,2,78.1735,collinear
Contig72452,3,30.3035,collinear
Contig72467,13,21.5775,collinear
Contig7247,8,10.4195,collinear
Contig72471,1,80.9515,buffer
Contig72481,2,32.7645,collinear
Contig7249,14,7.3825,LGC14.1/2
Contig72490,12,44.957,NA
Contig72492,4,27.362,collinear
Contig72494,10,17.901,LGC10.2
Contig725,14,11.709,buffer
Contig72502,10,26.8905,LGC10.2
Contig72517,13,24.672,collinear
Contig72530,7,27.432,collinear
Contig72533,15,28.9395,collinear
Contig72539,15,2.04325,collinear
Contig72590,9,8.7115,collinear
Contig72599,2,41.512,collinear
Contig726,2,36.868,collinear
Contig72617,1,62.0805,collinear
Contig72623,3,17.8165,collinear
Contig7263,2,60.093,collinear
Contig72634,12,55.2365,NA
Contig72639,1,11.093,collinear
Contig72641,16,52.7375,collinear
Contig72671,6,46.5235,collinear
Contig72676,6,38.913,collinear
Contig72678,5,24.516,collinear
Contig72685,11,52.908,LGC11.1
Contig72689,1,32.359,collinear
Contig7269,10,38.7485,LGC10.2
Contig727,12,19.62,NA
Contig72701,10,7.446,LGC10.2
Contig72708,2,49.4175,collinear
Contig72718,6,37.961,collinear
Contig7272,17,46.9945,buffer
Contig72744,4,53.3345,collinear
Contig72745,2,15.1345,buffer
Contig7275,3,30.3035,collinear
Contig72756,15,1.9025,collinear
Contig72773,14,10.2385,LGC14.1/2
Contig72776,4,1.359,buffer
Contig7279,8,10.4195,collinear
Contig728,12,48.712,NA
Contig72808,9,11.628,collinear
Contig72811,10,11.108,LGC10.2
Contig72826,2,42.355,collinear
Contig7283,11,40.2165,collinear
Contig72834,6,29.5845,buffer
Contig72840,2,85.496125,collinear
Contig72847,12,48.1345,NA
Contig72852,13,25.8425,collinear
Contig72855,11,52.3195,buffer
Contig72883,17,20.987,collinear
Contig72914,9,28.0725,LGC9.1
Contig72921,9,17.0985,collinear
Contig72925,7,2.679,collinear
Contig72926,4,38.147,collinear
Contig72937,15,40.3265,collinear
Contig72946,7,0.4065,collinear
Contig72951,1,76.684,LGC1.2
Contig72959,6,44.2655,collinear
Contig7296,3,24.399,collinear
Contig72968,2,39.824,collinear
Contig72973,3,30.583,collinear
Contig72979,9,48.382,collinear
Contig72984,6,37.644,collinear
Contig72987,8,46.2085,collinear
Contig7300,7,28.0395,collinear
Contig73008,16,2.097,collinear
Contig73013,2,45.73,collinear
Contig73016,4,1.5085,LGC4.1
Contig73021,4,6.082,collinear
Contig73023,11,53.1745,buffer
Contig73029,11,52.908,LGC11.1
Contig7303,10,17.901,LGC10.2
Contig73034,16,3.4435,collinear
Contig73048,9,46.571,collinear
Contig73052,6,36.7265,collinear
Contig73095,8,40.531,collinear
Contig73096,2,41.512,collinear
Contig73099,3,62.838,collinear
Contig7310,2,15.3005,collinear
Contig7311,2,54.1735,collinear
Contig73111,15,6.157,collinear
Contig7315,8,9.78302803,collinear
Contig73154,17,43.97333333,collinear
Contig73160,17,1.4505,collinear
Contig73166,1,0.9655,LGC1.1
Contig73180,1,0.9655,LGC1.1
Contig73237,9,49.854,collinear
Contig73239,11,52.908,LGC11.1
Contig73244,15,40.3265,collinear
Contig73250,8,35.164,collinear
Contig73287,2,39.5415,collinear
Contig73300,12,1.276,NA
Contig73320,4,47.551,collinear
Contig73327,4,0.2675,buffer
Contig73329,8,47.44538184,collinear
Contig73345,1,21.8705,collinear
Contig73365,9,56.2375,collinear
Contig73369,16,2.097,collinear
Contig73379,4,12.373,collinear
Contig73385,8,39.691,collinear
Contig73387,7,25.169,collinear
Contig73388,12,43.801,NA
Contig73409,14,16.4729,buffer
Contig7342,9,28.0725,LGC9.1
Contig73433,9,18.6395,buffer
Contig73444,4,1.43375,buffer
Contig73485,12,1.480161112,NA
Contig73490,1,0.9655,LGC1.1
Contig73491,4,34.0545,collinear
Contig73499,11,53.1745,buffer
Contig735,1,33.67989443,collinear
Contig73510,2,15.1345,buffer
Contig73520,13,20.9445,collinear
Contig73523,17,17.756,collinear
Contig73566,16,53.9905,collinear
Contig7358,7,49.158,LGC7.2
Contig73581,10,38.7485,LGC10.2
Contig73599,10,13.6370972,LGC10.2
Contig73616,14,10.2385,LGC14.1/2
Contig73624,6,31.0045,collinear
Contig73638,2,49.104,collinear
Contig73640,1,41.2815,collinear
Contig73675,8,3.355,collinear
Contig7368,1,56.1725,collinear
Contig73680,14,25.2435,LGC14.3
Contig73701,9,2.7025,collinear
Contig73704,2,61.7765,collinear
Contig73712,2,27.744,collinear
Contig73716,9,46.571,collinear
Contig73718,10,38.1865,LGC10.2
Contig73727,5,51.5745,collinear
Contig7374,13,24.672,collinear
Contig73761,17,20.987,collinear
Contig73765,11,52.908,LGC11.1
Contig73770,14,18.897,LGC14.3
Contig73773,15,31.2575,collinear
Contig73779,10,3.12,buffer
Contig73786,2,43.48,collinear
Contig73793,9,11.628,collinear
Contig73799,5,50.619,collinear
Contig7380,2,63.176,collinear
Contig73828,6,29.8695,buffer
Contig7384,2,41.512,collinear
Contig73847,13,31.505,collinear
Contig7387,8,22.8935,collinear
Contig73910,4,7.0295,collinear
Contig7392,12,41.491,NA
Contig73926,11,8.612,collinear
Contig73931,11,52.908,LGC11.1
Contig73943,14,10.2385,LGC14.1/2
Contig73946,10,15.4495,LGC10.2
Contig73950,9,19.31883635,buffer
Contig73971,2,50.0105,collinear
Contig73972,14,24.035,LGC14.3
Contig73988,12,23.134,NA
Contig7399,3,24.399,collinear
Contig73999,9,28.0725,LGC9.1
Contig74,10,15.741,LGC10.2
Contig740,9,47.4765,collinear
Contig74043,1,76.403,LGC1.2
Contig74056,2,58.3235,collinear
Contig74064,11,53.1745,buffer
Contig74088,2,52.486,collinear
Contig7409,2,85.82333333,collinear
Contig74093,8,22.8935,collinear
Contig74120,16,56.1665,collinear
Contig74122,3,62.2285,collinear
Contig74135,14,15.5205,buffer
Contig74137,12,57.8515,NA
Contig74139,12,53.8045,NA
Contig74140,5,30.5055,collinear
Contig7415,2,34.175,collinear
Contig74156,1,80.9515,buffer
Contig74167,1,28.5965,collinear
Contig74170,1,45.977,collinear
Contig74193,6,41.447,collinear
Contig74194,8,42.9065,collinear
Contig74197,1,75.534,buffer
Contig742,2,31.07,collinear
Contig74200,17,12.0625,collinear
Contig74204,5,7.433,collinear
Contig74211,1,31.3955,collinear
Contig74217,7,30.0185,collinear
Contig7422,14,11.56075,buffer
Contig74226,6,53.101,collinear
Contig74255,8,22.8935,collinear
Contig74258,1,3.2645,collinear
Contig74260,9,8.7115,collinear
Contig74263,17,1.4505,collinear
Contig74279,15,22.49,collinear
Contig7428,6,50.1875,collinear
Contig74283,3,30.3035,collinear
Contig74286,12,1.276,NA
Contig743,2,76.3745,collinear
Contig74319,12,37.397,NA
Contig7433,9,28.0725,LGC9.1
Contig74347,3,30.583,collinear
Contig74350,4,21.1535,collinear
Contig74370,1,58.79893161,collinear
Contig74382,4,26.7265,collinear
Contig74392,12,25.3275,NA
Contig74403,4,1.43375,buffer
Contig74409,6,55.2685,collinear
Contig74420,4,1.465785714,buffer
Contig74427,6,41.447,collinear
Contig74432,2,56.205,collinear
Contig74464,4,21.1535,collinear
Contig74468,5,0.294,collinear
Contig74482,2,45.73,collinear
Contig74495,2,64.5765,collinear
Contig74505,2,45.449,collinear
Contig74513,3,30.3035,collinear
Contig74514,11,24.462,collinear
Contig74521,8,50.409,collinear
Contig74523,1,31.3955,collinear
Contig74535,1,35.104,collinear
Contig74536,12,53.8045,NA
Contig74555,17,30.59333488,collinear
Contig74559,3,54.057,collinear
Contig74566,15,25.4845,collinear
Contig74586,4,1.5085,LGC4.1
Contig74602,11,14.3545,collinear
Contig74606,17,1.4505,collinear
Contig74619,4,23.88851424,collinear
Contig74624,8,46.622,collinear
Contig74631,4,33.763,collinear
Contig74644,4,10.6485,collinear
Contig74648,16,12.7565,collinear
Contig7465,15,24.2155,collinear
Contig7467,15,13.422,collinear
Contig7468,12,52.961,NA
Contig7469,12,48.712,NA
Contig74690,12,57.8515,NA
Contig74694,7,45.854,LGC7.2
Contig74713,15,34.983,collinear
Contig74716,13,5.1805,collinear
Contig74724,1,50.726,collinear
Contig74732,1,31.3955,collinear
Contig74738,5,54.0725,collinear
Contig74744,10,3.12,buffer
Contig74755,7,36.0115,buffer
Contig7478,13,34.0375,collinear
Contig74795,9,48.382,collinear
Contig7481,1,51.288,collinear
Contig74810,8,2.1455,collinear
Contig74838,1,51.288,collinear
Contig74841,9,32.454,LGC9.1
Contig74844,9,32.454,LGC9.1
Contig74848,3,54.9365,collinear
Contig74870,10,3.12,buffer
Contig7490,3,64.3205,collinear
Contig74941,9,2.4175,collinear
Contig74948,9,32.454,LGC9.1
Contig74958,2,35.312,collinear
Contig7497,16,39.05,collinear
Contig74971,6,59.3695,collinear
Contig7498,5,40.885,collinear
Contig74980,17,46.9945,buffer
Contig74985,17,48.443,LGC17.1
Contig74998,2,42.074,collinear
Contig75,5,42.2,collinear
Contig750,1,0.9655,LGC1.1
Contig75004,1,80.9515,buffer
Contig75015,3,21.647,collinear
Contig75033,4,1.5085,LGC4.1
Contig75039,9,31.88371908,LGC9.1
Contig75040,11,14.7905,collinear
Contig75052,5,1.741,collinear
Contig75056,14,10.2385,LGC14.1/2
Contig75065,1,35.667,collinear
Contig75067,12,43.2235,NA
Contig75080,9,41.8195,buffer
Contig75100,10,3.12,buffer
Contig75117,1,31.0895,collinear
Contig75126,1,22.4345,collinear
Contig75130,11,24.462,collinear
Contig75150,6,29.3,buffer
Contig75151,5,29.658,collinear
Contig75160,14,41.7905,collinear
Contig7517,5,26.52,collinear
Contig75171,12,48.712,NA
Contig7518,11,52.755,buffer
Contig75202,4,1.5085,LGC4.1
Contig75221,6,31.0045,collinear
Contig75234,2,11.496,LGC2.1
Contig75245,3,30.583,collinear
Contig75271,13,23.791,collinear
Contig753,16,12.7565,collinear
Contig75308,11,58.385,collinear
Contig7531,3,48.07,collinear
Contig75319,9,52.999,collinear
Contig75338,9,2.4175,collinear
Contig75348,11,52.908,LGC11.1
Contig75371,11,58.385,collinear
Contig75391,1,68.2985,collinear
Contig75407,8,39.691,collinear
Contig75413,10,44.3705,buffer
Contig75420,4,1.43375,buffer
Contig75460,13,31.505,collinear
Contig75476,12,34.1835,NA
Contig75480,4,40.3905,collinear
Contig75483,3,29.1695,collinear
Contig755,2,42.355,collinear
Contig75508,13,45.9435,collinear
Contig75509,1,48.9465,collinear
Contig75527,16,19.232,collinear
Contig75556,2,41.512,collinear
Contig75559,7,5.5455,collinear
Contig75571,4,38.9865,collinear
Contig75578,3,30.583,collinear
Contig75590,14,10.2385,LGC14.1/2
Contig75595,17,24.9095,collinear
Contig756,14,13.1395,buffer
Contig75602,8,40.531,collinear
Contig75622,14,7.3825,LGC14.1/2
Contig75625,9,28.0725,LGC9.1
Contig75645,8,31.7975,collinear
Contig75656,9,19.31883635,buffer
Contig75662,3,60.82745353,collinear
Contig75665,16,3.4435,collinear
Contig75674,8,29.79,collinear
Contig7568,3,30.0185,collinear
Contig75686,7,25.169,collinear
Contig7569,14,17.3545,buffer
Contig75692,5,19.5575,collinear
Contig75694,5,19.5575,collinear
Contig75701,17,36.0035,collinear
Contig75718,12,48.712,NA
Contig75725,6,6.677,LGC6.1/2
Contig75735,1,41.2815,collinear
Contig75738,15,1.9025,collinear
Contig75747,17,0.5915,collinear
Contig75749,13,0.606,collinear
Contig75754,3,27.3695,collinear
Contig75773,15,31.2575,collinear
Contig75780,3,25.89,collinear
Contig75783,13,24.672,collinear
Contig75789,11,35.7495,collinear
Contig7580,9,46.2685,collinear
Contig75800,15,13.422,collinear
Contig75815,9,49.854,collinear
Contig75823,5,21.644,collinear
Contig75830,5,3.446,collinear
Contig75861,3,45.9735,collinear
Contig75887,6,44.2655,collinear
Contig75889,1,0.9655,LGC1.1
Contig75899,10,3.12,buffer
Contig75913,5,51.5745,collinear
Contig75919,17,40.6465,collinear
Contig75922,13,50.6885,collinear
Contig7595,10,13.6370972,LGC10.2
Contig7597,4,30.2985,collinear
Contig75978,5,39.272,collinear
Contig75985,5,21.334,collinear
Contig76017,16,34.149,collinear
Contig76019,3,30.583,collinear
Contig76022,11,36.9663125,collinear
Contig76034,1,80.9515,buffer
Contig76035,1,80.9515,buffer
Contig7607,5,21.9255,collinear
Contig76081,1,37.357,collinear
Contig76092,12,46.1125,NA
Contig76101,14,0.3875,buffer
Contig76111,7,27.15,collinear
Contig76114,1,42.9605,collinear
Contig76115,11,39.6535,collinear
Contig7612,16,55.8855,collinear
Contig76121,12,43.2235,NA
Contig76130,9,28.0725,LGC9.1
Contig76135,9,28.0725,LGC9.1
Contig76139,5,45.94025,collinear
Contig76169,12,41.491,NA
Contig76177,1,37.0755,collinear
Contig76187,12,14.0725,NA
Contig7619,4,53.623,collinear
Contig76193,14,10.2385,LGC14.1/2
Contig76200,8,26.0585,collinear
Contig76207,1,28.033,collinear
Contig76266,2,17.7745,collinear
Contig76291,3,30.583,collinear
Contig763,9,19.98916195,LGC9.1
Contig76325,4,1.5085,LGC4.1
Contig76329,11,52.908,LGC11.1
Contig76335,15,56.494,collinear
Contig76344,3,54.057,collinear
Contig76387,15,46.8315,collinear
Contig76394,1,67.962,collinear
Contig76401,17,30.59333488,collinear
Contig7642,3,37.172,collinear
Contig76422,12,37.397,NA
Contig76438,11,52.6015,buffer
Contig76454,1,75.534,buffer
Contig76495,9,32.454,LGC9.1
Contig765,3,61.665,collinear
Contig7650,16,2.3795,collinear
Contig76508,17,30.59333488,collinear
Contig76514,12,56.6905,NA
Contig7652,3,30.583,collinear
Contig76531,7,17.4975,collinear
Contig76550,2,85.7215,collinear
Contig76556,7,29.0245,collinear
Contig7656,17,24.9095,collinear
Contig7659,1,48.625,collinear
Contig76592,8,41.409,collinear
Contig7660,6,47.651,collinear
Contig76604,10,17.901,LGC10.2
Contig76627,7,29.165,collinear
Contig76631,8,20.376,collinear
Contig76638,13,39.676,collinear
Contig7665,9,55.3445,collinear
Contig76657,7,10.288,collinear
Contig76664,8,51.536,collinear
Contig76694,3,5.3165,collinear
Contig76713,1,53.2275,collinear
Contig76720,2,15.1345,buffer
Contig76755,12,55.2365,NA
Contig76757,1,12.85,collinear
Contig76759,8,39.691,collinear
Contig76763,14,24.6475,LGC14.3
Contig76790,13,4.5985,collinear
Contig76791,11,35.7495,collinear
Contig76793,9,31.88371908,LGC9.1
Contig76794,3,31.864,collinear
Contig7681,4,25.314,collinear
Contig76815,4,37.5875,collinear
Contig76819,4,47.2625,collinear
Contig76826,6,29.5845,buffer
Contig76840,17,24.3355,collinear
Contig76849,5,45.739,collinear
Contig7685,2,15.1345,buffer
Contig76858,9,46.571,collinear
Contig76871,1,80.9515,buffer
Contig76873,17,0.2975,collinear
Contig7688,15,40.0465,collinear
Contig76900,11,55.7765,collinear
Contig76906,4,41.514,collinear
Contig76929,9,46.571,collinear
Contig7693,1,37.6385,collinear
Contig7694,4,32.744,collinear
Contig76949,3,63.143,collinear
Contig7695,6,6.677,LGC6.1/2
Contig76957,5,38.093,collinear
Contig7696,13,48.55316199,collinear
Contig76976,3,25.89,collinear
Contig76986,15,27.153,collinear
Contig76994,17,44.7335,collinear
Contig76995,4,21.1535,collinear
Contig77005,6,29.5845,buffer
Contig7704,13,21.5775,collinear
Contig77047,9,6.9465,collinear
Contig77048,3,23.46,collinear
Contig77050,6,44.2655,collinear
Contig77085,8,46.622,collinear
Contig77108,2,48.8225,collinear
Contig77135,3,12.981,collinear
Contig77167,6,29.8695,buffer
Contig77185,16,41.9635,collinear
Contig77189,4,25.314,collinear
Contig77195,1,20.9185,collinear
Contig7721,1,0.9655,LGC1.1
Contig77220,4,1.5085,LGC4.1
Contig7723,3,28.87,collinear
Contig77245,1,45.977,collinear
Contig77258,13,12.697,collinear
Contig77264,12,53.8045,NA
Contig77266,2,69.558,collinear
Contig77276,3,25.89,collinear
Contig77291,10,7.154,LGC10.2
Contig77299,1,68.2985,collinear
Contig773,2,45.449,collinear
Contig77312,2,21.8825,collinear
Contig77331,6,29.5845,buffer
Contig77355,16,3.787,collinear
Contig77362,5,1.741,collinear
Contig77367,16,3.835,collinear
Contig77378,5,46.0265,collinear
Contig77379,10,11.108,LGC10.2
Contig77386,2,69.558,collinear
Contig77390,14,10.2385,LGC14.1/2
Contig77407,9,28.0725,LGC9.1
Contig77427,8,39.691,collinear
Contig77446,9,2.7025,collinear
Contig77451,5,1.741,collinear
Contig77480,17,24.3355,collinear
Contig77491,11,14.3545,collinear
Contig77512,12,33.2045,NA
Contig77516,2,15.357,collinear
Contig77518,11,58.385,collinear
Contig77521,12,45.09529414,NA
Contig77563,8,54.3805,collinear
Contig7757,6,41.447,collinear
Contig77572,2,87.1805,collinear
Contig77576,11,55.7765,collinear
Contig77599,3,62.2285,collinear
Contig7763,1,32.359,collinear
Contig77639,6,34.682,collinear
Contig77647,15,13.7265,collinear
Contig77653,4,1.471125,buffer
Contig77656,2,73.723,collinear
Contig77673,2,23.687,collinear
Contig77684,1,50.726,collinear
Contig77692,9,41.8195,buffer
Contig777,11,58.385,collinear
Contig77703,14,18.897,LGC14.3
Contig77741,13,21.5775,collinear
Contig7776,8,50.6905,collinear
Contig77768,7,45.562,LGC7.2
Contig7777,8,31.7975,collinear
Contig77770,2,45.73,collinear
Contig77772,2,45.73,collinear
Contig77775,11,52.9,buffer
Contig77779,13,0,collinear
Contig77799,14,10.522,LGC14.1/2
Contig77830,14,0.6785,LGC14.1/2
Contig77842,2,83.6175,collinear
Contig77846,8,50.409,collinear
Contig77847,11,52.908,LGC11.1
Contig77850,16,45.1145,collinear
Contig77873,4,1.5085,LGC4.1
Contig77875,15,40.3265,collinear
Contig77891,2,48.8225,collinear
Contig779,5,39.272,collinear
Contig77930,3,15.7065,collinear
Contig77972,16,44.92251498,collinear
Contig77974,4,19.366,collinear
Contig77979,11,52.75475,buffer
Contig77984,9,55.3445,collinear
Contig77999,6,8.7305,LGC6.1/2
Contig7800,14,10.2385,LGC14.1/2
Contig78001,7,15.2505,collinear
Contig78029,1,22.7165,collinear
Contig78038,7,47.32272029,LGC7.2
Contig78045,9,52.999,collinear
Contig78048,4,7.6025,collinear
Contig78049,4,54.2005,collinear
Contig7805,12,50.532,NA
Contig78062,1,0.9655,LGC1.1
Contig78067,5,2.503,collinear
Contig78072,1,41.2815,collinear
Contig78078,7,40.339,collinear
Contig781,13,48.6575,collinear
Contig78117,7,51.372,buffer
Contig78126,4,1.5085,LGC4.1
Contig78142,14,34.9385,buffer
Contig78159,10,43.3315,buffer
Contig78167,10,44.04125,buffer
Contig78173,8,50.54975,collinear
Contig782,3,25.89,collinear
Contig78214,1,21.8705,collinear
Contig78222,12,8.307,NA
Contig7823,14,34.9385,buffer
Contig78236,6,10.898,LGC6.1/2
Contig78239,1,0.9655,LGC1.1
Contig78278,1,2.0905,buffer
Contig78282,14,7.3825,LGC14.1/2
Contig78290,5,20.4885,collinear
Contig78294,9,32.454,LGC9.1
Contig783,1,75.534,buffer
Contig7830,17,21.274,collinear
Contig78303,2,87.1805,collinear
Contig78315,11,52.3195,buffer
Contig7834,4,1.5085,LGC4.1
Contig78397,9,52.999,collinear
Contig78414,1,21.8705,collinear
Contig78442,7,17.4975,collinear
Contig78446,9,28.0725,LGC9.1
Contig78459,11,52.75475,buffer
Contig78467,4,4.3785,collinear
Contig7847,5,51.5745,collinear
Contig78473,14,10.522,LGC14.1/2
Contig78476,2,66.6275,collinear
Contig78487,3,27.3695,collinear
Contig78496,11,52.88973332,buffer
Contig78501,2,85.1205,collinear
Contig78518,3,25.89,collinear
Contig78519,4,1.5085,LGC4.1
Contig78552,11,58.385,collinear
Contig78561,10,1.195,LGC10.1
Contig78575,15,8.41,collinear
Contig7860,5,21.334,collinear
Contig7861,7,0.6905,collinear
Contig7862,1,0.9655,LGC1.1
Contig78622,11,52.908,LGC11.1
Contig7863,5,41.321,collinear
Contig78680,12,46.1125,NA
Contig7869,3,24.7115,collinear
Contig78714,1,0.9655,LGC1.1
Contig78745,17,1.4505,collinear
Contig78746,8,33.02,collinear
Contig78754,8,12.8505,collinear
Contig78755,10,0.29,buffer
Contig78756,10,3.12,buffer
Contig7876,3,45.9735,collinear
Contig78760,9,18.6395,buffer
Contig78801,17,17.756,collinear
Contig78807,3,27.3695,collinear
Contig78833,4,1.359,buffer
Contig78847,9,6.3785,collinear
Contig78856,4,21.1535,collinear
Contig78860,4,47.2625,collinear
Contig78865,1,75.534,buffer
Contig78880,4,1.483583333,buffer
Contig78899,1,8.6855,collinear
Contig789,17,24.3355,collinear
Contig78903,3,33.145,collinear
Contig78932,6,29.3,buffer
Contig79004,15,9.781,collinear
Contig7902,1,8.122,collinear
Contig79024,1,12.85,collinear
Contig7907,2,45.3928,collinear
Contig79074,10,27.791,LGC10.2
Contig79093,1,0.9655,LGC1.1
Contig79107,11,52.3195,buffer
Contig79115,1,56.454,collinear
Contig79116,8,52.6635,collinear
Contig79122,3,50.0635,collinear
Contig79123,2,29.001,collinear
Contig79148,7,19.769,collinear
Contig79155,3,30.3035,collinear
Contig79158,2,35.8815,collinear
Contig79165,13,39.676,collinear
Contig79177,1,39.68866667,collinear
Contig7920,2,60.093,collinear
Contig79206,16,56.1665,collinear
Contig79221,5,21.9255,collinear
Contig79227,15,27.153,collinear
Contig79248,4,1.5085,LGC4.1
Contig79250,6,17.4365,LGC6.1/2
Contig79262,6,42.0095,collinear
Contig79276,2,15.1345,buffer
Contig7928,2,60.093,collinear
Contig79285,16,46.8065,collinear
Contig79287,11,53.194,buffer
Contig79295,6,55.58,collinear
Contig79296,7,6.178469621,collinear
Contig79299,5,45.4105,collinear
Contig79341,14,24.6475,LGC14.3
Contig79362,2,21.5805,collinear
Contig79391,12,43.801,NA
Contig79403,2,88.7615,collinear
Contig79406,3,27.969,collinear
Contig79424,1,0.9655,LGC1.1
Contig79429,1,11.3975,collinear
Contig79451,2,87.1805,collinear
Contig79470,4,41.514,collinear
Contig79494,7,19.769,collinear
Contig79503,3,29.01975,collinear
Contig79530,4,1.359,buffer
Contig79535,3,30.583,collinear
Contig79549,3,30.583,collinear
Contig79559,5,24.516,collinear
Contig79576,7,17.4975,collinear
Contig79589,14,10.2385,LGC14.1/2
Contig79605,7,40.339,collinear
Contig79615,8,26.635,collinear
Contig79632,6,38.913,collinear
Contig79634,9,46.2685,collinear
Contig79641,15,22.49,collinear
Contig7965,3,29.87625,collinear
Contig7968,5,7.433,collinear
Contig79720,12,38.94,NA
Contig79722,13,14.193,collinear
Contig79724,8,31.7975,collinear
Contig79729,4,23.88851424,collinear
Contig7974,1,80.9515,buffer
Contig79741,11,52.760875,buffer
Contig79792,1,15.465,collinear
Contig79805,13,32.067,collinear
Contig7982,1,80.9515,buffer
Contig7984,14,24.6475,LGC14.3
Contig79862,17,36.0035,collinear
Contig79863,9,6.3785,collinear
Contig79865,9,2.4175,collinear
Contig79894,9,37.3825,LGC9.1
Contig7990,3,30.583,collinear
Contig79906,12,55.2365,NA
Contig79908,9,29.4955,LGC9.1
Contig7991,1,24.41,collinear
Contig7992,3,24.7115,collinear
Contig79923,4,44.974,collinear
Contig79944,4,54.4895,collinear
Contig79950,9,6.3785,collinear
Contig79954,12,53.8045,NA
Contig79960,9,35.832,LGC9.1
Contig79970,14,1.551,LGC14.1/2
Contig80,5,45.082,collinear
Contig80007,7,5.5455,collinear
Contig80016,2,33.98725,collinear
Contig80038,9,29.4955,LGC9.1
Contig80058,5,45.739,collinear
Contig80081,11,52.908,LGC11.1
Contig80127,8,41.8585,collinear
Contig80144,2,76.9735,collinear
Contig8015,17,24.3355,collinear
Contig80162,9,30.619,LGC9.1
Contig80174,4,1.5085,LGC4.1
Contig80175,2,26.801,collinear
Contig80188,1,32.359,collinear
Contig80192,12,34.1835,NA
Contig80202,2,37.1965,collinear
Contig80256,8,10.713,collinear
Contig80281,16,53.3595,collinear
Contig80287,1,12.85,collinear
Contig80295,9,29.2155,LGC9.1
Contig80298,12,48.712,NA
Contig8031,3,30.583,collinear
Contig80322,4,1.5085,LGC4.1
Contig80337,6,38.596,collinear
Contig80340,7,29.165,collinear
Contig80341,7,28.603,collinear
Contig80347,1,53.69,collinear
Contig80348,1,12.2845,collinear
Contig80358,10,0.579,buffer
Contig80367,3,30.583,collinear
Contig8039,12,57.8515,NA
Contig804,5,14.224,collinear
Contig80401,14,20.4405,LGC14.3
Contig80415,5,46.314,collinear
Contig80423,4,53.623,collinear
Contig80493,8,39.691,collinear
Contig80497,17,43.9735,collinear
Contig80510,3,12.673,collinear
Contig80536,7,26.862,collinear
Contig80553,1,3.2645,collinear
Contig80580,14,7.0815,LGC14.1/2
Contig80598,10,0.29,buffer
Contig8060,11,55.7765,collinear
Contig80623,5,29.946,collinear
Contig80627,17,21.274,collinear
Contig80634,9,46.571,collinear
Contig80637,7,12.5715,collinear
Contig80664,1,0.9655,LGC1.1
Contig80673,5,29.946,collinear
Contig80678,15,1.9025,collinear
Contig80684,2,27.744,collinear
Contig807,2,63.176,collinear
Contig80715,2,26.237,collinear
Contig8077,3,30.3035,collinear
Contig80773,11,8.612,collinear
Contig808,6,50.1875,collinear
Contig80805,3,32.2195,collinear
Contig80820,14,25.2435,LGC14.3
Contig80841,5,2.878,collinear
Contig80871,9,6.3785,collinear
Contig80873,9,6.3785,collinear
Contig80885,15,38.207,collinear
Contig80887,16,4.5855,collinear
Contig80904,11,52.908,LGC11.1
Contig80912,8,45.9085,collinear
Contig80922,4,42.9585,collinear
Contig80935,15,40.6195,collinear
Contig80953,5,0.294,collinear
Contig8097,1,0.9655,LGC1.1
Contig80982,15,8.74,collinear
Contig80989,13,26.4255,collinear
Contig81,2,37.1965,collinear
Contig8100,2,15.357,collinear
Contig81003,3,30.583,collinear
Contig81030,6,41.7285,collinear
Contig81044,2,42.074,collinear
Contig81064,5,9.7,collinear
Contig8109,5,9.7,collinear
Contig8111,4,25.314,collinear
Contig81134,5,45.4105,collinear
Contig81141,6,34.682,collinear
Contig81146,6,41.166,collinear
Contig81173,9,17.0985,collinear
Contig812,3,54.9365,collinear
Contig81205,6,8.153,LGC6.1/2
Contig81210,3,17.8165,collinear
Contig81211,1,79.728,LGC1.2
Contig81212,1,79.728,LGC1.2
Contig81217,4,1.5085,LGC4.1
Contig81218,12,49.0475,NA
Contig81219,10,2.5105,LGC10.1
Contig81234,14,11.4125,buffer
Contig81238,5,7.433,collinear
Contig81251,14,16.7105,buffer
Contig81262,9,28.0725,LGC9.1
Contig8127,4,1.16875,buffer
Contig81272,5,0,collinear
Contig81290,4,19.9555,collinear
Contig81314,4,21.1535,collinear
Contig81325,2,49.104,collinear
Contig81342,8,47.8575,collinear
Contig81356,7,12.5715,collinear
Contig81363,8,31.7975,collinear
Contig81365,16,13.992,collinear
Contig81387,1,22.4345,collinear
Contig814,9,2.4175,collinear
Contig81400,10,41.57451042,buffer
Contig8145,2,45.449,collinear
Contig8146,6,55.2685,collinear
Contig81472,13,12.697,collinear
Contig81482,10,18.479,LGC10.2
Contig81512,16,36.97752471,collinear
Contig8152,1,0.9655,LGC1.1
Contig8153,4,37.8675,collinear
Contig81538,1,53.2275,collinear
Contig81560,4,37.8675,collinear
Contig81562,1,65.7415,collinear
Contig81589,17,30.59333488,collinear
Contig816,1,0.9655,LGC1.1
Contig8160,12,41.491,NA
Contig81600,3,39.07233333,collinear
Contig81673,2,37.853,collinear
Contig8168,1,49.546,collinear
Contig81694,7,28.883,collinear
Contig817,3,31.864,collinear
Contig81725,15,6.157,collinear
Contig81736,16,34.149,collinear
Contig81738,4,56.518,collinear
Contig81746,2,64.297,collinear
Contig81747,2,64.0165,collinear
Contig81776,1,8.6855,collinear
Contig81795,4,53.623,collinear
Contig81799,1,0.9655,LGC1.1
