contig,LG,av,inv_status
Contig92426,14,10.2385,LGC14.1/2
Contig92776,14,10.2385,LGC14.1/2
Contig93381,14,10.2385,LGC14.1/2
Contig9893,14,10.2385,LGC14.1/2
Contig991,14,10.2385,LGC14.1/2
Contig57499,14,10.451125,LGC14.1/2
Contig62807,14,10.4865625,LGC14.1/2
Contig145310,14,10.522,LGC14.1/2
Contig14968,14,10.522,LGC14.1/2
Contig77799,14,10.522,LGC14.1/2
Contig78473,14,10.522,LGC14.1/2
Contig2161,14,10.819,LGC14.1/2
Contig42640,14,10.819,LGC14.1/2
Contig43856,14,10.819,LGC14.1/2
Contig57605,14,10.819,LGC14.1/2
Contig72101,14,10.819,LGC14.1/2
Contig8190,14,10.819,LGC14.1/2
Contig10930,14,11.1155,LGC14.1/2
Contig3623,14,11.1155,LGC14.1/2
Contig40188,14,11.1155,LGC14.1/2
Contig102209,14,11.4125,buffer
Contig107214,14,11.4125,buffer
Contig109857,14,11.4125,buffer
Contig116080,14,11.4125,buffer
Contig121084,14,11.4125,buffer
Contig122838,14,11.4125,buffer
Contig129694,14,11.4125,buffer
Contig16617,14,11.4125,buffer
Contig197144,14,11.4125,buffer
Contig220225,14,11.4125,buffer
Contig22466,14,11.4125,buffer
Contig2928,14,11.4125,buffer
Contig344474,14,11.4125,buffer
Contig39902,14,11.4125,buffer
Contig40319,14,11.4125,buffer
Contig42106,14,11.4125,buffer
Contig44344,14,11.4125,buffer
Contig4449,14,11.4125,buffer
Contig44991,14,11.4125,buffer
Contig50263,14,11.4125,buffer
Contig52590,14,11.4125,buffer
Contig54943,14,11.4125,buffer
Contig55077,14,11.4125,buffer
Contig57715,14,11.4125,buffer
Contig58074,14,11.4125,buffer
Contig59369,14,11.4125,buffer
Contig59626,14,11.4125,buffer
Contig64215,14,11.4125,buffer
Contig68355,14,11.4125,buffer
Contig69489,14,11.4125,buffer
Contig81234,14,11.4125,buffer
Contig83142,14,11.4125,buffer
Contig5597,14,11.5311,buffer
Contig7422,14,11.56075,buffer
Contig109957,14,11.709,buffer
Contig113633,14,11.709,buffer
Contig125413,14,11.709,buffer
Contig141753,14,11.709,buffer
Contig298779,14,11.709,buffer
Contig41259,14,11.709,buffer
Contig41669,14,11.709,buffer
Contig425,14,11.709,buffer
Contig45581,14,11.709,buffer
Contig45600,14,11.709,buffer
Contig45636,14,11.709,buffer
Contig47676,14,11.709,buffer
Contig59759,14,11.709,buffer
Contig725,14,11.709,buffer
Contig97331,14,11.709,buffer
Contig52404,14,12.953,buffer
Contig82138,14,12.953,buffer
Contig43907,14,13.11075,buffer
Contig52710,14,13.1395,buffer
Contig55454,14,13.1395,buffer
Contig57718,14,13.1395,buffer
Contig70901,14,13.1395,buffer
Contig756,14,13.1395,buffer
Contig48955,14,13.55737049,buffer
Contig60752,14,14.925,buffer
Contig2715,14,15.22275,buffer
Contig65142,14,15.5205,buffer
Contig74135,14,15.5205,buffer
Contig87004,14,15.5205,buffer
Contig105014,14,16.4135,buffer
Contig112752,14,16.4135,buffer
Contig160882,14,16.4135,buffer
Contig204248,14,16.4135,buffer
Contig247606,14,16.4135,buffer
Contig260862,14,16.4135,buffer
Contig40814,14,16.4135,buffer
Contig45155,14,16.4135,buffer
Contig56148,14,16.4135,buffer
Contig63884,14,16.4135,buffer
Contig65141,14,16.4135,buffer
Contig73409,14,16.4729,buffer
Contig48044,14,16.5125,buffer
Contig11333,14,16.66807143,buffer
Contig4422,14,16.7105,buffer
Contig81251,14,16.7105,buffer
Contig2003,14,17.008,buffer
Contig207984,14,17.008,buffer
Contig50678,14,17.008,buffer
Contig106787,14,17.3545,buffer
Contig106902,14,17.3545,buffer
Contig107297,14,17.3545,buffer
Contig113130,14,17.3545,buffer
Contig113168,14,17.3545,buffer
Contig243171,14,17.3545,buffer
Contig38547,14,17.3545,buffer
Contig47872,14,17.3545,buffer
Contig47873,14,17.3545,buffer
Contig50425,14,17.3545,buffer
Contig5313,14,17.3545,buffer
Contig69264,14,17.3545,buffer
Contig69738,14,17.3545,buffer
Contig7569,14,17.3545,buffer
Contig45239,14,18.897,LGC14.3
Contig73770,14,18.897,LGC14.3
Contig77703,14,18.897,LGC14.3
Contig55259,14,20.4405,LGC14.3
Contig67228,14,20.4405,LGC14.3
Contig80401,14,20.4405,LGC14.3
Contig61835,14,22.292,LGC14.3
Contig1284,14,24.035,LGC14.3
Contig198,14,24.035,LGC14.3
Contig40988,14,24.035,LGC14.3
Contig40989,14,24.035,LGC14.3
Contig40990,14,24.035,LGC14.3
Contig47241,14,24.035,LGC14.3
Contig62103,14,24.035,LGC14.3
Contig68356,14,24.035,LGC14.3
Contig69388,14,24.035,LGC14.3
Contig73972,14,24.035,LGC14.3
Contig83852,14,24.035,LGC14.3
Contig83881,14,24.035,LGC14.3
Contig959,14,24.035,LGC14.3
Contig162671,14,24.6475,LGC14.3
Contig1887,14,24.6475,LGC14.3
Contig2058,14,24.6475,LGC14.3
Contig266270,14,24.6475,LGC14.3
Contig3307,14,24.6475,LGC14.3
Contig44350,14,24.6475,LGC14.3
Contig49468,14,24.6475,LGC14.3
Contig53023,14,24.6475,LGC14.3
Contig6061,14,24.6475,LGC14.3
Contig60767,14,24.6475,LGC14.3
Contig70423,14,24.6475,LGC14.3
Contig72055,14,24.6475,LGC14.3
Contig76763,14,24.6475,LGC14.3
Contig79341,14,24.6475,LGC14.3
Contig7984,14,24.6475,LGC14.3
Contig169591,14,24.84616667,LGC14.3
Contig1246,14,24.9455,LGC14.3
Contig169342,14,24.9455,LGC14.3
Contig177443,14,24.9455,LGC14.3
Contig275012,14,24.9455,LGC14.3
Contig302014,14,24.9455,LGC14.3
Contig314,14,24.9455,LGC14.3
Contig326514,14,24.9455,LGC14.3
Contig41444,14,24.9455,LGC14.3
Contig45154,14,24.9455,LGC14.3
Contig49614,14,24.9455,LGC14.3
Contig50283,14,24.9455,LGC14.3
Contig52350,14,24.9455,LGC14.3
Contig61042,14,24.9455,LGC14.3
Contig64896,14,24.9455,LGC14.3
Contig68225,14,24.9455,LGC14.3
Contig97658,14,24.9455,LGC14.3
Contig111811,14,25.2435,LGC14.3
Contig141778,14,25.2435,LGC14.3
Contig203668,14,25.2435,LGC14.3
Contig269720,14,25.2435,LGC14.3
Contig3648,14,25.2435,LGC14.3
Contig386731,14,25.2435,LGC14.3
Contig40499,14,25.2435,LGC14.3
Contig4946,14,25.2435,LGC14.3
Contig56920,14,25.2435,LGC14.3
Contig61483,14,25.2435,LGC14.3
Contig68924,14,25.2435,LGC14.3
Contig71583,14,25.2435,LGC14.3
Contig73680,14,25.2435,LGC14.3
Contig80820,14,25.2435,LGC14.3
Contig85830,14,25.2435,LGC14.3
Contig90814,14,25.98834743,LGC14.3
Contig103643,14,26.3765,LGC14.3
Contig45192,14,26.3765,LGC14.3
Contig46165,14,26.3765,LGC14.3
Contig47775,14,26.3765,LGC14.3
Contig48876,14,26.3765,LGC14.3
Contig59930,14,26.3765,LGC14.3
Contig70486,14,26.3765,LGC14.3
Contig72400,14,26.3765,LGC14.3
Contig82472,14,26.3765,LGC14.3
Contig41028,14,28.07013537,LGC14.3
Contig132345,14,34.0103023,LGC14.3
Contig257372,14,34.0103023,LGC14.3
Contig3668,14,34.0103023,LGC14.3
Contig41029,14,34.0103023,LGC14.3
Contig114699,14,34.6545,buffer
Contig64962,14,34.6545,buffer
Contig68959,14,34.6545,buffer
Contig69700,14,34.6545,buffer
Contig87422,14,34.6545,buffer
Contig96673,14,34.6545,buffer
Contig140228,14,34.9385,buffer
Contig18255,14,34.9385,buffer
Contig234201,14,34.9385,buffer
Contig39018,14,34.9385,buffer
Contig41333,14,34.9385,buffer
Contig49833,14,34.9385,buffer
Contig65,14,34.9385,buffer
Contig6688,14,34.9385,buffer
Contig7196,14,34.9385,buffer
Contig78142,14,34.9385,buffer
Contig7823,14,34.9385,buffer
Contig61100,14,35.671,collinear
Contig1167,14,36.269,collinear
Contig50386,14,36.269,collinear
Contig130583,14,37.275,collinear
Contig152493,14,41.7905,collinear
Contig75160,14,41.7905,collinear
Contig84572,14,41.7905,collinear
Contig95051,14,41.7905,collinear
Contig96478,14,41.7905,collinear
Contig2426,14,48.71,collinear
Contig285120,14,48.71,collinear
Contig39043,14,48.71,collinear
Contig39144,14,48.71,collinear
Contig40655,14,48.71,collinear
Contig43432,14,48.71,collinear
Contig44150,14,48.71,collinear
Contig49738,14,48.71,collinear
Contig52438,14,48.71,collinear
Contig52744,14,48.71,collinear
Contig52885,14,48.71,collinear
Contig129704,15,0,collinear
Contig101180,15,1.9025,collinear
Contig12346,15,1.9025,collinear
Contig137087,15,1.9025,collinear
Contig141025,15,1.9025,collinear
Contig14327,15,1.9025,collinear
Contig172782,15,1.9025,collinear
Contig2809,15,1.9025,collinear
Contig38992,15,1.9025,collinear
Contig39540,15,1.9025,collinear
Contig42159,15,1.9025,collinear
Contig42383,15,1.9025,collinear
Contig42704,15,1.9025,collinear
Contig44861,15,1.9025,collinear
Contig49018,15,1.9025,collinear
Contig52145,15,1.9025,collinear
Contig52147,15,1.9025,collinear
Contig53210,15,1.9025,collinear
Contig58023,15,1.9025,collinear
Contig60118,15,1.9025,collinear
Contig60597,15,1.9025,collinear
Contig62966,15,1.9025,collinear
Contig66268,15,1.9025,collinear
Contig69696,15,1.9025,collinear
Contig72756,15,1.9025,collinear
Contig75738,15,1.9025,collinear
Contig80678,15,1.9025,collinear
Contig86508,15,1.9025,collinear
Contig91866,15,1.9025,collinear
Contig92171,15,1.9025,collinear
Contig98387,15,1.9025,collinear
Contig2959,15,2.04325,collinear
Contig72539,15,2.04325,collinear
Contig6169,15,2.184,collinear
Contig132184,15,3.073,collinear
Contig52176,15,3.073,collinear
Contig114824,15,5.31,collinear
Contig117569,15,5.31,collinear
Contig38236,15,5.31,collinear
Contig41763,15,5.31,collinear
Contig113028,15,6.157,collinear
Contig123066,15,6.157,collinear
Contig136716,15,6.157,collinear
Contig17716,15,6.157,collinear
Contig2577,15,6.157,collinear
Contig320699,15,6.157,collinear
Contig358510,15,6.157,collinear
Contig39860,15,6.157,collinear
Contig45767,15,6.157,collinear
Contig4726,15,6.157,collinear
Contig50518,15,6.157,collinear
Contig73111,15,6.157,collinear
Contig81725,15,6.157,collinear
Contig92562,15,6.157,collinear
Contig141184,15,6.7215,collinear
Contig168147,15,6.7215,collinear
Contig51670,15,6.7215,collinear
Contig63351,15,6.7215,collinear
Contig95150,15,7.936641383,collinear
Contig78575,15,8.41,collinear
Contig9368,15,8.41,collinear
Contig115738,15,8.74,collinear
Contig126077,15,8.74,collinear
Contig133129,15,8.74,collinear
Contig226054,15,8.74,collinear
Contig49188,15,8.74,collinear
Contig55103,15,8.74,collinear
Contig61432,15,8.74,collinear
Contig61433,15,8.74,collinear
Contig80982,15,8.74,collinear
Contig86774,15,8.74,collinear
Contig92302,15,8.74,collinear
Contig38480,15,9.781,collinear
Contig55060,15,9.781,collinear
Contig79004,15,9.781,collinear
Contig94661,15,9.781,collinear
Contig54023,15,11.588,collinear
Contig106711,15,13.422,collinear
Contig139076,15,13.422,collinear
Contig204049,15,13.422,collinear
Contig306100,15,13.422,collinear
Contig317027,15,13.422,collinear
Contig342831,15,13.422,collinear
Contig34715,15,13.422,collinear
Contig40255,15,13.422,collinear
Contig41043,15,13.422,collinear
Contig50907,15,13.422,collinear
Contig52880,15,13.422,collinear
Contig56560,15,13.422,collinear
Contig66194,15,13.422,collinear
Contig7467,15,13.422,collinear
Contig75800,15,13.422,collinear
Contig853,15,13.422,collinear
Contig72098,15,13.625,collinear
Contig107601,15,13.7265,collinear
Contig110734,15,13.7265,collinear
Contig134687,15,13.7265,collinear
Contig45526,15,13.7265,collinear
Contig49771,15,13.7265,collinear
Contig66714,15,13.7265,collinear
Contig70637,15,13.7265,collinear
Contig71377,15,13.7265,collinear
Contig77647,15,13.7265,collinear
Contig100295,15,14.54880221,collinear
Contig14311,15,14.54880221,collinear
Contig2124,15,14.54880221,collinear
Contig243259,15,14.54880221,collinear
Contig38496,15,14.54880221,collinear
Contig41162,15,14.54880221,collinear
Contig53253,15,14.54880221,collinear
Contig85767,15,14.54880221,collinear
Contig15115,15,14.9685,collinear
Contig16877,15,14.9685,collinear
Contig195344,15,14.9685,collinear
Contig229087,15,14.9685,collinear
Contig2589,15,14.9685,collinear
Contig38182,15,14.9685,collinear
Contig40942,15,14.9685,collinear
Contig72094,15,14.9685,collinear
Contig14386,15,15.8365,collinear
Contig1478,15,15.8365,collinear
Contig1494,15,15.8365,collinear
Contig39832,15,15.8365,collinear
Contig45204,15,15.8365,collinear
Contig57331,15,15.8365,collinear
Contig60685,15,15.8365,collinear
Contig51927,15,16.196,collinear
Contig42014,15,19.6955,collinear
Contig159715,15,20.2755,collinear
Contig235175,15,20.2755,collinear
Contig92942,15,20.852,collinear
Contig84260,15,21.507,collinear
Contig106438,15,22.49,collinear
Contig128998,15,22.49,collinear
Contig179283,15,22.49,collinear
Contig342555,15,22.49,collinear
Contig41357,15,22.49,collinear
Contig44812,15,22.49,collinear
Contig45181,15,22.49,collinear
Contig49986,15,22.49,collinear
Contig52543,15,22.49,collinear
Contig58605,15,22.49,collinear
Contig74279,15,22.49,collinear
Contig79641,15,22.49,collinear
Contig38960,15,24.2155,collinear
Contig47984,15,24.2155,collinear
Contig7465,15,24.2155,collinear
Contig256785,15,24.5425,collinear
Contig3474,15,24.5425,collinear
Contig44311,15,24.5425,collinear
Contig97654,15,24.5425,collinear
Contig128554,15,25.4845,collinear
Contig16006,15,25.4845,collinear
Contig185757,15,25.4845,collinear
Contig196694,15,25.4845,collinear
Contig47330,15,25.4845,collinear
Contig56143,15,25.4845,collinear
Contig56598,15,25.4845,collinear
Contig57429,15,25.4845,collinear
Contig65171,15,25.4845,collinear
Contig6996,15,25.4845,collinear
Contig74566,15,25.4845,collinear
Contig120972,15,25.772,collinear
Contig175469,15,25.772,collinear
Contig196011,15,25.772,collinear
Contig198117,15,25.772,collinear
Contig52085,15,25.772,collinear
Contig5268,15,25.772,collinear
Contig53983,15,25.772,collinear
Contig58506,15,25.772,collinear
Contig62769,15,25.772,collinear
Contig63382,15,25.772,collinear
Contig66785,15,25.772,collinear
Contig68168,15,25.772,collinear
Contig70258,15,25.772,collinear
Contig82269,15,25.772,collinear
Contig108002,15,27.153,collinear
Contig1379,15,27.153,collinear
Contig149186,15,27.153,collinear
Contig155591,15,27.153,collinear
Contig317515,15,27.153,collinear
Contig38334,15,27.153,collinear
Contig39141,15,27.153,collinear
Contig41074,15,27.153,collinear
Contig44846,15,27.153,collinear
Contig46385,15,27.153,collinear
Contig47804,15,27.153,collinear
Contig63900,15,27.153,collinear
Contig76986,15,27.153,collinear
Contig79227,15,27.153,collinear
Contig86968,15,27.153,collinear
Contig89229,15,27.153,collinear
Contig105108,15,28.077,collinear
Contig39158,15,28.077,collinear
Contig47366,15,28.077,collinear
Contig5344,15,28.077,collinear
Contig552,15,28.077,collinear
Contig105095,15,28.9395,collinear
Contig110520,15,28.9395,collinear
Contig121687,15,28.9395,collinear
Contig130702,15,28.9395,collinear
Contig143691,15,28.9395,collinear
Contig41220,15,28.9395,collinear
Contig43456,15,28.9395,collinear
Contig4763,15,28.9395,collinear
Contig48590,15,28.9395,collinear
Contig54138,15,28.9395,collinear
Contig54682,15,28.9395,collinear
Contig5907,15,28.9395,collinear
Contig59826,15,28.9395,collinear
Contig72533,15,28.9395,collinear
Contig185130,15,29.292,collinear
Contig47752,15,29.292,collinear
Contig4995,15,29.292,collinear
Contig165027,15,30.335,collinear
Contig16669,15,30.335,collinear
Contig170779,15,30.335,collinear
Contig330239,15,30.335,collinear
Contig13495,15,30.6775,collinear
Contig1803,15,30.6775,collinear
Contig58446,15,30.6775,collinear
Contig65602,15,30.6775,collinear
Contig11290,15,30.9675,collinear
Contig42130,15,30.9675,collinear
Contig102033,15,31.2575,collinear
Contig1111,15,31.2575,collinear
Contig112607,15,31.2575,collinear
Contig140269,15,31.2575,collinear
Contig14193,15,31.2575,collinear
Contig15516,15,31.2575,collinear
Contig199298,15,31.2575,collinear
Contig228223,15,31.2575,collinear
Contig246107,15,31.2575,collinear
Contig270,15,31.2575,collinear
Contig28309,15,31.2575,collinear
Contig289853,15,31.2575,collinear
Contig40280,15,31.2575,collinear
Contig43394,15,31.2575,collinear
Contig45749,15,31.2575,collinear
Contig48599,15,31.2575,collinear
Contig55557,15,31.2575,collinear
Contig56964,15,31.2575,collinear
Contig57994,15,31.2575,collinear
Contig59645,15,31.2575,collinear
Contig62286,15,31.2575,collinear
Contig63058,15,31.2575,collinear
Contig66054,15,31.2575,collinear
Contig73773,15,31.2575,collinear
Contig75773,15,31.2575,collinear
Contig82358,15,31.2575,collinear
Contig886,15,31.2575,collinear
Contig99620,15,31.2575,collinear
Contig99925,15,31.2575,collinear
Contig100289,15,31.831,collinear
Contig106772,15,31.831,collinear
Contig132859,15,31.831,collinear
Contig1716,15,31.831,collinear
Contig2211,15,31.831,collinear
Contig2272,15,31.831,collinear
Contig2675,15,31.831,collinear
Contig40197,15,31.831,collinear
Contig40347,15,31.831,collinear
Contig45438,15,31.831,collinear
Contig45439,15,31.831,collinear
Contig70689,15,31.831,collinear
Contig8975,15,31.831,collinear
Contig4350,15,33.146,collinear
Contig11266,15,34.669,collinear
Contig1140,15,34.669,collinear
Contig12052,15,34.669,collinear
Contig166382,15,34.669,collinear
Contig1774,15,34.669,collinear
Contig276465,15,34.669,collinear
Contig3161,15,34.669,collinear
Contig328521,15,34.669,collinear
Contig348139,15,34.669,collinear
Contig39670,15,34.669,collinear
Contig41715,15,34.669,collinear
Contig445,15,34.669,collinear
Contig5002,15,34.669,collinear
Contig53559,15,34.669,collinear
Contig57427,15,34.669,collinear
Contig90694,15,34.669,collinear
Contig95966,15,34.669,collinear
Contig1397,15,34.983,collinear
Contig158680,15,34.983,collinear
Contig46375,15,34.983,collinear
Contig57926,15,34.983,collinear
Contig58300,15,34.983,collinear
Contig60333,15,34.983,collinear
Contig64936,15,34.983,collinear
Contig66902,15,34.983,collinear
Contig67117,15,34.983,collinear
Contig74713,15,34.983,collinear
Contig24122,15,35.5555,collinear
Contig42344,15,35.5555,collinear
Contig44003,15,35.5555,collinear
Contig4556,15,35.5555,collinear
Contig49205,15,35.5555,collinear
Contig53675,15,35.5555,collinear
Contig6876,15,35.5555,collinear
Contig1040,15,35.8415,collinear
Contig133484,15,35.8415,collinear
Contig172846,15,35.8415,collinear
Contig2804,15,35.8415,collinear
Contig2867,15,35.8415,collinear
Contig47698,15,35.8415,collinear
Contig53872,15,35.8415,collinear
Contig54604,15,35.8415,collinear
Contig55109,15,35.8415,collinear
Contig55134,15,35.8415,collinear
Contig64497,15,35.8415,collinear
Contig83069,15,35.8415,collinear
Contig156814,15,36.152,collinear
Contig224372,15,36.152,collinear
Contig51911,15,36.152,collinear
Contig62011,15,36.152,collinear
Contig6594,15,36.152,collinear
Contig85808,15,36.152,collinear
Contig149,15,37.0855,collinear
Contig1145,15,38.207,collinear
Contig115589,15,38.207,collinear
Contig2409,15,38.207,collinear
Contig320655,15,38.207,collinear
Contig39443,15,38.207,collinear
Contig4295,15,38.207,collinear
Contig43273,15,38.207,collinear
Contig44540,15,38.207,collinear
Contig52477,15,38.207,collinear
Contig57707,15,38.207,collinear
Contig6051,15,38.207,collinear
Contig80885,15,38.207,collinear
Contig96896,15,38.207,collinear
Contig114979,15,38.4875,collinear
Contig132262,15,38.4875,collinear
Contig177112,15,38.4875,collinear
Contig179142,15,38.4875,collinear
Contig188397,15,38.4875,collinear
Contig2097,15,38.4875,collinear
Contig239061,15,38.4875,collinear
Contig24107,15,38.4875,collinear
Contig26898,15,38.4875,collinear
Contig2755,15,38.4875,collinear
Contig297816,15,38.4875,collinear
Contig370137,15,38.4875,collinear
Contig4221,15,38.4875,collinear
Contig44966,15,38.4875,collinear
Contig45503,15,38.4875,collinear
Contig46870,15,38.4875,collinear
Contig55842,15,38.4875,collinear
Contig60616,15,38.4875,collinear
Contig6102,15,38.4875,collinear
Contig150449,15,40.0465,collinear
Contig2864,15,40.0465,collinear
Contig38110,15,40.0465,collinear
Contig38208,15,40.0465,collinear
Contig39233,15,40.0465,collinear
Contig43553,15,40.0465,collinear
Contig54933,15,40.0465,collinear
Contig56176,15,40.0465,collinear
Contig56882,15,40.0465,collinear
Contig63631,15,40.0465,collinear
Contig6910,15,40.0465,collinear
Contig7688,15,40.0465,collinear
Contig95009,15,40.0465,collinear
Contig99649,15,40.0465,collinear
Contig41425,15,40.23316667,collinear
Contig11313,15,40.3265,collinear
Contig137753,15,40.3265,collinear
Contig143105,15,40.3265,collinear
Contig145585,15,40.3265,collinear
Contig1598,15,40.3265,collinear
Contig2448,15,40.3265,collinear
Contig249015,15,40.3265,collinear
Contig2746,15,40.3265,collinear
Contig3082,15,40.3265,collinear
Contig322914,15,40.3265,collinear
Contig3327,15,40.3265,collinear
Contig3730,15,40.3265,collinear
Contig39102,15,40.3265,collinear
Contig39607,15,40.3265,collinear
Contig42220,15,40.3265,collinear
Contig44286,15,40.3265,collinear
Contig45067,15,40.3265,collinear
Contig45480,15,40.3265,collinear
Contig46019,15,40.3265,collinear
Contig4716,15,40.3265,collinear
Contig50796,15,40.3265,collinear
Contig51316,15,40.3265,collinear
Contig54977,15,40.3265,collinear
Contig61959,15,40.3265,collinear
Contig6661,15,40.3265,collinear
Contig68364,15,40.3265,collinear
Contig72937,15,40.3265,collinear
Contig73244,15,40.3265,collinear
Contig77875,15,40.3265,collinear
Contig82297,15,40.3265,collinear
Contig9763,15,40.3265,collinear
Contig99230,15,40.3265,collinear
Contig123346,15,40.6195,collinear
Contig44984,15,40.6195,collinear
Contig45938,15,40.6195,collinear
Contig50524,15,40.6195,collinear
Contig57713,15,40.6195,collinear
Contig61192,15,40.6195,collinear
Contig67412,15,40.6195,collinear
Contig71277,15,40.6195,collinear
Contig80935,15,40.6195,collinear
Contig12840,15,40.8995,collinear
Contig48194,15,40.8995,collinear
Contig103905,15,41.22252047,collinear
Contig128058,15,41.22252047,collinear
Contig121182,15,41.22348222,collinear
Contig21581,15,41.22348222,collinear
Contig105657,15,42.3545,collinear
Contig105658,15,42.3545,collinear
Contig261978,15,42.3545,collinear
Contig313633,15,42.3545,collinear
Contig4270,15,42.3545,collinear
Contig49502,15,42.3545,collinear
Contig5542,15,42.3545,collinear
Contig60498,15,42.3545,collinear
Contig60499,15,42.3545,collinear
Contig99675,15,42.3545,collinear
Contig52331,15,46.24438678,collinear
Contig11432,15,46.8315,collinear
Contig151062,15,46.8315,collinear
Contig18312,15,46.8315,collinear
Contig46845,15,46.8315,collinear
Contig58807,15,46.8315,collinear
Contig72005,15,46.8315,collinear
Contig76387,15,46.8315,collinear
Contig2361,15,49.1875,collinear
Contig2731,15,49.1875,collinear
Contig2910,15,49.1875,collinear
Contig66038,15,49.1875,collinear
Contig70392,15,49.1875,collinear
Contig51460,15,52.55037344,collinear
Contig10010,15,52.737,collinear
Contig11473,15,52.737,collinear
Contig22563,15,52.737,collinear
Contig39223,15,52.737,collinear
Contig4135,15,52.737,collinear
Contig47261,15,52.737,collinear
Contig52222,15,52.737,collinear
Contig55424,15,52.737,collinear
Contig56741,15,52.737,collinear
Contig56772,15,52.737,collinear
Contig56775,15,52.737,collinear
Contig57550,15,52.737,collinear
Contig67552,15,52.737,collinear
Contig89629,15,52.737,collinear
Contig91352,15,52.737,collinear
Contig100134,15,53.03,collinear
Contig38071,15,53.03,collinear
Contig42258,15,53.03,collinear
Contig9029,15,53.03,collinear
Contig96983,15,53.03,collinear
Contig98093,15,53.03,collinear
Contig38807,15,53.11389089,collinear
Contig42998,15,53.11389089,collinear
Contig48869,15,53.11389089,collinear
Contig113391,15,56.494,collinear
Contig145627,15,56.494,collinear
Contig181550,15,56.494,collinear
Contig323908,15,56.494,collinear
Contig38287,15,56.494,collinear
Contig39720,15,56.494,collinear
Contig39762,15,56.494,collinear
Contig42513,15,56.494,collinear
Contig43316,15,56.494,collinear
Contig48233,15,56.494,collinear
Contig4825,15,56.494,collinear
Contig49207,15,56.494,collinear
Contig52020,15,56.494,collinear
Contig54187,15,56.494,collinear
Contig55065,15,56.494,collinear
Contig56556,15,56.494,collinear
Contig57866,15,56.494,collinear
Contig6176,15,56.494,collinear
Contig76335,15,56.494,collinear
Contig83902,15,56.494,collinear
Contig95023,15,56.494,collinear
Contig2393,16,0.885333333,collinear
Contig1356,16,1.229,collinear
Contig136034,16,1.229,collinear
Contig4833,16,1.229,collinear
Contig97399,16,1.229,collinear
Contig112983,16,2.097,collinear
Contig1591,16,2.097,collinear
Contig188627,16,2.097,collinear
Contig208466,16,2.097,collinear
Contig25881,16,2.097,collinear
Contig323122,16,2.097,collinear
Contig364070,16,2.097,collinear
Contig3675,16,2.097,collinear
Contig39444,16,2.097,collinear
Contig42538,16,2.097,collinear
Contig46654,16,2.097,collinear
Contig49166,16,2.097,collinear
Contig54668,16,2.097,collinear
Contig56170,16,2.097,collinear
Contig64627,16,2.097,collinear
Contig73008,16,2.097,collinear
Contig73369,16,2.097,collinear
Contig84686,16,2.097,collinear
Contig9352,16,2.097,collinear
Contig146673,16,2.3795,collinear
Contig41920,16,2.3795,collinear
Contig51098,16,2.3795,collinear
Contig51663,16,2.3795,collinear
Contig7650,16,2.3795,collinear
Contig70115,16,2.6605,collinear
Contig83012,16,2.6605,collinear
Contig100803,16,3.4435,collinear
Contig13424,16,3.4435,collinear
Contig159144,16,3.4435,collinear
Contig1740,16,3.4435,collinear
Contig2037,16,3.4435,collinear
Contig208212,16,3.4435,collinear
Contig255560,16,3.4435,collinear
Contig29443,16,3.4435,collinear
Contig319353,16,3.4435,collinear
Contig40877,16,3.4435,collinear
Contig5820,16,3.4435,collinear
Contig59894,16,3.4435,collinear
Contig65522,16,3.4435,collinear
Contig65920,16,3.4435,collinear
Contig68148,16,3.4435,collinear
Contig73034,16,3.4435,collinear
Contig75665,16,3.4435,collinear
Contig91385,16,3.63925,collinear
Contig77355,16,3.787,collinear
Contig10655,16,3.835,collinear
Contig133800,16,3.835,collinear
Contig1455,16,3.835,collinear
Contig44815,16,3.835,collinear
Contig50077,16,3.835,collinear
Contig52630,16,3.835,collinear
Contig58312,16,3.835,collinear
Contig58344,16,3.835,collinear
Contig62930,16,3.835,collinear
Contig63543,16,3.835,collinear
Contig70718,16,3.835,collinear
Contig71681,16,3.835,collinear
Contig77367,16,3.835,collinear
Contig328075,16,4.3025,collinear
Contig42852,16,4.3025,collinear
Contig63216,16,4.3025,collinear
Contig7072,16,4.3025,collinear
Contig9408,16,4.3025,collinear
Contig4361,16,4.5855,collinear
Contig47731,16,4.5855,collinear
Contig50870,16,4.5855,collinear
Contig53577,16,4.5855,collinear
Contig80887,16,4.5855,collinear
Contig87179,16,4.5855,collinear
Contig208446,16,5.5255,collinear
Contig41569,16,5.5255,collinear
Contig47587,16,5.5255,collinear
Contig48288,16,5.5255,collinear
Contig100990,16,12.7565,collinear
Contig101537,16,12.7565,collinear
Contig10402,16,12.7565,collinear
Contig107303,16,12.7565,collinear
Contig11101,16,12.7565,collinear
Contig111287,16,12.7565,collinear
Contig113590,16,12.7565,collinear
Contig115134,16,12.7565,collinear
Contig120848,16,12.7565,collinear
Contig12690,16,12.7565,collinear
Contig147214,16,12.7565,collinear
Contig148986,16,12.7565,collinear
Contig159196,16,12.7565,collinear
Contig18171,16,12.7565,collinear
Contig2102,16,12.7565,collinear
Contig218597,16,12.7565,collinear
Contig232489,16,12.7565,collinear
Contig260607,16,12.7565,collinear
Contig33326,16,12.7565,collinear
Contig39785,16,12.7565,collinear
Contig43811,16,12.7565,collinear
Contig61285,16,12.7565,collinear
Contig63422,16,12.7565,collinear
Contig63468,16,12.7565,collinear
