,scaffold,output_order,start,end,mid,win_size,sites,lnL,topoC_count,topoA_count,topoB_couunt,topoC,topoA,topoB,scaffold.1,start_check,end_check,mid_check,sites_full,pi_Egglayer,pi_Brooder,dxy_Egglayer_Brooder,Fst_Egglayer_Brooder,scaffold.2,start_check_2,end_check_2,mid_check_2,sites_full_2,pi_arcana,pi_compressa,pi_n_sax,pi_spain,dxy_arcana_compressa,dxy_arcana_n_sax,dxy_arcana_spain,dxy_compressa_n_sax,dxy_compressa_spain,dxy_n_sax_spain,Fst_arcana_compressa,Fst_arcana_n_sax,Fst_arcana_spain,Fst_compressa_n_sax,Fst_compressa_spain,Fst_n_sax_spain,LG,av,inv_status
41775,Contig39511,45183,376,5606,4076,5230,100,-1623.0394,7114,1027,1859,0.7114,0.1027,0.1859,Contig39511,376,5606,3932,2345,0.0042,0.0037,0.0045,0.0488,Contig39511,376,5606,3932,2345,0.0037,0.004,0.0037,0.0036,0.0055,0.0043,0.0044,0.0054,0.0055,0.0037,0.0974,0.0545,0.0847,0.0422,0.1582,0.0035,5,7.556008486,collinear
67105,Contig45869,67647,61373,74225,66512,12852,100,-2163.61496,7096,1163,1741,0.7096,0.1163,0.1741,Contig45869,61373,74225,67301,2740,0.0061,0.007,0.0072,0.0344,Contig45869,61373,74225,67301,2740,0.0061,0.0059,0.0067,0.0073,0.0061,0.007,0.0081,0.0071,0.0087,0.0079,0.0046,0.0343,0.0901,0.0122,0.1046,0.0338,5,53.756,collinear
55848,Contig42525,57912,88995,91070,90072,2075,100,-1007.81346,7009,1406,1585,0.7009,0.1406,0.1585,Contig42525,88995,91070,90010,1998,0.0043,0.0039,0.0044,0.0285,Contig42525,88995,91070,90010,1998,0.0031,0.0031,0.0039,0.0043,0.0081,0.0037,0.0045,0.0083,0.0092,0.0045,0.2845,0.0237,0.0935,0.1169,0.3484,0.0263,5,45.739,collinear
76908,Contig48348,76239,37489,39610,38534,2121,100,-923.47197,10000,0,0,1,0,0,Contig48348,37489,39610,38476,1827,0.0035,0.0012,0.0089,0.5891,Contig48348,37489,39610,38476,1827,0.0033,0.0039,0.0013,0.0011,0.0039,0.0089,0.0088,0.0093,0.0092,0.0012,0.0161,0.5854,0.5342,0.3325,0.5897,0.0025,6,17.4365,LGC6.1/2
76909,Contig48348,76238,35646,37461,36466,1815,100,-1084.77739,10000,0,0,1,0,0,Contig48348,35646,37461,36558,1701,0.0049,0.0017,0.0154,0.6462,Contig48348,35646,37461,36558,1701,0.0048,0.0051,0.0017,0.0018,0.0053,0.0153,0.0154,0.0163,0.0164,0.0019,0.0184,0.6542,0.5907,0.4241,0.6555,0.0322,6,17.4365,LGC6.1/2
74938,Contig47847,74572,68905,78313,71894,9408,100,-1160.10613,9927,0,73,0.9927,0,0.0073,Contig47847,68905,78313,71896,2410,0.0049,0.0033,0.0066,0.2016,Contig47847,68905,78313,71896,2410,0.0045,0.0038,0.003,0.0059,0.009,0.0066,0.0098,0.0078,0.0098,0.0064,0.2172,0.2444,0.2988,0.1312,0.2641,0.125,6,55.892,collinear
108230,Contig58319,103983,56337,63810,61415,7473,100,-1404.82003,9846,79,75,0.9846,0.0079,0.0075,Contig58319,56337,63810,60893,3046,0.0044,0.0032,0.0072,0.2717,Contig58319,56337,63810,60893,3046,0.0039,0.0041,0.0029,0.0038,0.0057,0.0069,0.0076,0.008,0.0086,0.0036,0.0992,0.2978,0.3024,0.1359,0.3135,0.0172,6,59.958,collinear
41861,Contig39519,45266,27515,30059,28860,2544,100,-1110.74313,9788,92,120,0.9788,0.0092,0.012,Contig39519,27515,30059,28860,2271,0.004,0.0022,0.0042,0.1351,Contig39519,27515,30059,28860,2271,0.0019,0.0075,0.0023,0.0015,0.0098,0.0033,0.0031,0.01,0.0098,0.002,0.3172,0.1645,0.261,0.1695,0.41,0.0126,6,40.0395,collinear
41858,Contig39519,45269,34690,36862,35707,2172,100,-1040.57577,9605,297,98,0.9605,0.0297,0.0098,Contig39519,34690,36862,35690,1978,0.0048,0.001,0.0068,0.4327,Contig39519,34690,36862,35690,1978,0.0027,0.0064,9.00E-04,9.00E-04,0.011,0.0063,0.0064,0.0092,0.0092,0.001,0.331,0.5579,0.4968,0.3196,0.4812,0.0259,6,40.0395,collinear
87395,Contig51354,85620,32512,36946,34334,4434,100,-2096.56894,9593,306,101,0.9593,0.0306,0.0101,Contig51354,32512,36946,34398,1923,0.0061,0.0067,0.0092,0.1398,Contig51354,32512,36946,34398,1923,0.0051,0.0076,0.0066,0.0068,0.009,0.0089,0.0098,0.0101,0.0108,0.007,0.1081,0.1601,0.2324,0.0456,0.1636,0.0138,6,33.837,collinear
99591,Contig55128,96469,59682,70076,64028,10394,100,-1209.15004,9518,481,1,0.9518,0.0481,1.00E-04,Contig55128,59682,70076,64248,3096,0.0061,0.0048,0.0063,0.0611,Contig55128,59682,70076,64248,3096,0.0049,0.0079,0.0043,0.0065,0.0095,0.0057,0.0064,0.0093,0.0099,0.006,0.1268,0.0842,0.058,0.0703,0.1325,0.0309,6,40.0395,collinear
124847,Contig66957,118202,7540,10278,9068,2738,100,-1117.64446,9089,332,579,0.9089,0.0332,0.0579,Contig66957,7540,10278,8948,2609,0.0026,0.0016,0.003,0.1543,Contig66957,7540,10278,8948,2609,0.0017,0.0041,0.0016,0.0015,0.0052,0.0026,0.0022,0.0059,0.0054,0.0017,0.2218,0.1855,0.1343,0.1517,0.3126,0.0239,6,55.892,collinear
74936,Contig47847,74568,39787,42945,41426,3158,100,-1604.29383,9054,500,446,0.9054,0.05,0.0446,Contig47847,39787,42945,41439,1847,0.0045,0.0041,0.0052,0.0721,Contig47847,39787,42945,41439,1847,0.0043,0.0011,0.0032,0.0058,0.0052,0.0049,0.007,0.0047,0.0064,0.0065,0.1341,0.1085,0.152,0.0771,0.2004,0.127,6,55.892,collinear
99578,Contig55128,96472,86437,111499,102924,25062,100,-2066.9841,8668,535,797,0.8668,0.0535,0.0797,Contig55128,86437,111499,102889,1471,0.0072,0.0078,0.0115,0.1692,Contig55128,86437,111499,102889,1471,0.0065,0.0065,0.0072,0.0092,0.0092,0.0114,0.0108,0.0129,0.0128,0.0095,0.0943,0.2015,0.155,0.0816,0.1856,0.0434,6,40.0395,collinear
26610,Contig255,2244,6355,12777,9315,6422,100,-2417.93386,8551,223,1226,0.8551,0.0223,0.1226,Contig255,6355,12777,9298,2193,0.0073,0.0062,0.0081,0.0758,Contig255,6355,12777,9298,2193,0.007,0.007,0.0054,0.0059,0.0081,0.0079,0.0092,0.0077,0.0097,0.0084,0.0394,0.1033,0.1587,0.0286,0.171,0.1142,6,40.0395,collinear
41849,Contig39519,45270,36868,43203,41425,6335,100,-1479.93544,8406,1361,233,0.8406,0.1361,0.0233,Contig39519,36868,43203,41095,2417,0.0044,0.0027,0.0051,0.162,Contig39519,36868,43203,41095,2417,0.0029,0.0053,0.0025,0.0031,0.0085,0.0045,0.0046,0.0084,0.0082,0.0029,0.2504,0.2077,0.1874,0.1501,0.2987,0.0097,6,40.0395,collinear
68368,Contig46209,68741,54234,58375,56556,4141,100,-1247.9646,8290,884,826,0.829,0.0884,0.0826,Contig46209,54234,58375,56428,3097,0.0071,0.0044,0.0088,0.1901,Contig46209,54234,58375,56428,3097,0.0068,0.005,0.0042,0.0046,0.0078,0.0091,0.0094,0.0065,0.0068,0.0046,0.0671,0.2205,0.213,0.0445,0.1391,0.0113,6,42.291,collinear
124846,Contig66957,118203,10305,13366,11577,3061,100,-1136.27465,7987,1444,569,0.7987,0.1444,0.0569,Contig66957,10305,13366,11660,2542,0.0025,0.0017,0.0035,0.219,Contig66957,10305,13366,11660,2542,0.0015,0.0019,0.0015,0.0018,0.0056,0.003,0.0034,0.006,0.0062,0.0021,0.3885,0.2739,0.3272,0.2238,0.4758,0.0556,6,55.892,collinear
14975,Contig1496,7937,68422,70703,69200,2281,100,-2916.309,7909,1124,967,0.7909,0.1124,0.0967,Contig1496,68422,70703,69302,1661,0.0069,0.0113,0.0121,0.1027,Contig1496,68422,70703,69302,1661,0.0064,0.0041,0.011,0.0118,0.0084,0.0119,0.0133,0.0118,0.0141,0.0119,0.1142,0.1097,0.1874,0.0403,0.1943,0.0106,6,44.2655,collinear
41847,Contig39519,45267,30074,32598,31381,2524,100,-1192.26331,7830,2043,127,0.783,0.2043,0.0127,Contig39519,30074,32598,31346,2481,0.0051,0.0038,0.0066,0.1624,Contig39519,30074,32598,31346,2481,0.0042,0.0044,0.0039,0.0015,0.0078,0.0062,0.0066,0.0086,0.009,0.0039,0.1701,0.1694,0.3366,0.1063,0.5113,0.0764,6,40.0395,collinear
121571,Contig64974,115415,1532,4763,3754,3231,100,-1601.61624,7760,902,1338,0.776,0.0902,0.1338,Contig64974,1532,4763,3723,1779,0.0071,0.0059,0.0091,0.1411,Contig64974,1532,4763,3723,1779,0.0067,0.0049,0.0055,0.0064,0.0082,0.0089,0.0085,0.0106,0.0098,0.007,0.0875,0.1613,0.1214,0.0956,0.213,0.0467,6,29.8695,buffer
4889,Contig11102,34718,17766,22533,20110,4767,100,-1163.2,7758,1191,1051,0.7758,0.1191,0.1051,Contig11102,17766,22533,19735,3253,0.0048,0.0022,0.007,0.3183,Contig11102,17766,22533,19735,3253,0.0034,0.0034,0.0023,0.0012,0.0087,0.0071,0.0078,0.0057,0.0055,0.002,0.2778,0.3815,0.4795,0.1102,0.4214,0.0231,6,44.2655,collinear
113569,Contig60867,108552,7400,12048,8877,4648,100,-1551.99415,7716,1410,874,0.7716,0.141,0.0874,Contig60867,7400,12048,8793,1591,0.0107,0.0037,0.0136,0.3103,Contig60867,7400,12048,8793,1591,0.0092,0.0103,0.0033,0.0047,0.014,0.0143,0.0147,0.0077,0.0081,0.0041,0.1022,0.3917,0.3099,0.0259,0.0346,0.0096,6,55.2685,collinear
14057,Contig144727,150815,5256,10651,8307,5395,100,-2031.71793,7678,967,1355,0.7678,0.0967,0.1355,Contig144727,5256,10651,8056,1788,0.0042,0.004,0.0047,0.0532,Contig144727,5256,10651,8056,1788,0.004,0.0029,0.0039,0.0038,0.0046,0.0046,0.0049,0.005,0.0053,0.0041,0.0681,0.0513,0.1017,0.041,0.1718,0.0172,6,55.2685,collinear
125049,Contig6705,28578,42579,44676,43567,2097,100,-1014.7347,7652,651,1697,0.7652,0.0651,0.1697,Contig6705,42579,44676,43626,2078,0.0032,0.0027,0.0055,0.2608,Contig6705,42579,44676,43626,2078,0.0026,0.0045,0.0022,0.0018,0.0047,0.0055,0.0036,0.0075,0.0056,0.004,0.0916,0.3382,0.212,0.1545,0.2763,0.1909,6,40.0395,collinear
32285,Contig3480,18164,21771,23688,22756,1917,100,-1752.34822,7565,1153,1282,0.7565,0.1153,0.1282,Contig3480,21771,23688,22747,1531,0.0039,0.0057,0.0057,0.0619,Contig3480,21771,23688,22747,1531,0.0037,0.0047,0.0055,0.0062,0.0047,0.0057,0.006,0.0056,0.0061,0.0063,0.0329,0.0775,0.0972,0.0104,0.0395,0.017,6,38.596,collinear
46092,Contig40413,49085,1010,14799,9020,13789,100,-1118.26174,7145,1971,884,0.7145,0.1971,0.0884,Contig40413,1010,14799,9156,2993,0.0064,0.0062,0.0069,0.0372,Contig40413,1010,14799,9156,2993,0.0064,0.0074,0.0063,0.0065,0.007,0.007,0.0072,0.0076,0.0078,0.0067,0.0037,0.0386,0.0498,0.0119,0.0441,0.0126,6,38.913,collinear
55664,Contig42483,57736,57561,59519,58585,1958,100,-1341.71373,7032,1763,1205,0.7032,0.1763,0.1205,Contig42483,57561,59519,58499,1576,0.0039,0.0044,0.0061,0.1457,Contig42483,57561,59519,58499,1576,0.0041,0.0015,0.0036,0.0067,0.0036,0.0056,0.0083,0.0063,0.009,0.0066,0.0503,0.1512,0.2116,0.1015,0.2576,0.0844,6,50.1875,collinear
5101,Contig11158,34764,13729,20181,17861,6452,100,-1609.94108,7000,2922,78,0.7,0.2922,0.0078,Contig11158,13729,20181,17848,3307,0.0034,0.0046,0.0048,0.0636,Contig11158,13729,20181,17848,3307,0.0031,0.0037,0.0045,0.0039,0.0041,0.0048,0.0042,0.0051,0.0044,0.0051,0.0504,0.0861,0.0766,0.0236,0.0571,0.0473,6,50.1875,collinear
45745,Contig40336,48810,46155,65216,50176,19061,100,-1184.38549,10000,0,0,1,0,0,Contig40336,46155,65216,49855,2132,0.0045,0.0028,0.0072,0.2909,Contig40336,46155,65216,49855,2132,0.0044,0.004,0.0023,0.0039,0.0049,0.0074,0.0062,0.0069,0.0056,0.0041,0.0366,0.3526,0.1803,0.1375,0.1409,0.0918,7,4.383,collinear
124918,Contig66992,118265,5067,13373,6542,8306,100,-1476.17297,9990,7,3,0.999,7.00E-04,3.00E-04,Contig66992,5067,13373,6594,2083,0.0052,0.0054,0.0094,0.2302,Contig66992,5067,13373,6594,2083,0.0047,0.0044,0.0049,0.0057,0.0063,0.0093,0.0107,0.0081,0.0091,0.0064,0.0849,0.2656,0.3285,0.0702,0.2275,0.0559,7,28.885,collinear
45730,Contig40336,48811,65221,71206,68112,5985,100,-2177.73166,9652,255,93,0.9652,0.0255,0.0093,Contig40336,65221,71206,68028,1424,0.0065,0.0079,0.0094,0.1029,Contig40336,65221,71206,68028,1424,0.0063,0.0043,0.0073,0.0077,0.007,0.0095,0.0094,0.0085,0.0092,0.0092,0.067,0.1298,0.1386,0.0383,0.1512,0.0564,7,4.383,collinear
150187,Contig9095,32819,81,17309,4394,17228,100,-1314.10416,9563,200,237,0.9563,0.02,0.0237,Contig9095,81,17309,5039,3258,0.0042,0.003,0.0042,0.0699,Contig9095,81,17309,5039,3258,0.0029,0.0066,0.0027,0.0036,0.0075,0.0035,0.004,0.0081,0.0086,0.0037,0.1678,0.0834,0.0972,0.1122,0.2341,0.0489,7,1.613437775,collinear
45744,Contig40336,48819,99285,104483,101093,5198,100,-1364.57738,9489,432,79,0.9489,0.0432,0.0079,Contig40336,99285,104483,101017,1514,0.0084,0.0033,0.0104,0.2766,Contig40336,99285,104483,101017,1514,0.0076,0.0074,0.003,0.0047,0.0103,0.0102,0.0109,0.0108,0.0113,0.004,0.0847,0.3084,0.2427,0.1527,0.2729,0.0069,7,4.383,collinear
127118,Contig68277,120251,46089,47513,46641,1424,100,-1416.52659,9431,415,154,0.9431,0.0415,0.0154,Contig68277,46089,47513,46773,1159,0.0103,0.0014,0.0109,0.3418,Contig68277,46089,47513,46773,1159,0.0096,0.0103,9.00E-04,0.004,0.0123,0.0105,0.0113,0.0123,0.013,0.0027,0.0579,0.3915,0.2093,0.3304,0.2861,0.0431,7,5.5455,collinear
14489,Contig1470,7782,22847,25267,24035,2420,100,-1130.23446,9430,0,570,0.943,0,0.057,Contig1470,22847,25267,24094,1714,0.0046,0.0038,0.0071,0.2232,Contig1470,22847,25267,24094,1714,0.003,0.0015,0.0018,0.0033,0.0095,0.0062,0.0097,0.0093,0.0088,0.0093,0.3945,0.4156,0.4914,0.3152,0.4713,0.4652,7,4.692,collinear
45747,Contig40336,48823,119499,131159,127666,11660,100,-1562.057,9373,546,81,0.9373,0.0546,0.0081,Contig40336,119499,131159,126761,1665,0.0069,0.0061,0.009,0.1326,Contig40336,119499,131159,126761,1665,0.0067,0.0063,0.0062,0.0049,0.0074,0.0091,0.0084,0.0096,0.0087,0.0063,0.0328,0.1384,0.1605,0.0541,0.1853,0.0312,7,4.383,collinear
45738,Contig40336,48818,96629,99283,97853,2654,100,-1208.31585,9353,330,317,0.9353,0.033,0.0317,Contig40336,96629,99283,98016,1577,0.0057,0.0022,0.0056,0.1668,Contig40336,96629,99283,98016,1577,0.0055,0.0054,0.002,0.0033,0.0063,0.0056,0.0063,0.005,0.0057,0.0027,0.0353,0.1914,0.1511,0.0571,0.122,0.0075,7,4.383,collinear
127132,Contig68277,120253,64228,65159,64702,931,100,-1243.40179,9290,568,142,0.929,0.0568,0.0142,Contig68277,64228,65159,64691,815,0.0126,0.0023,0.0185,0.4627,Contig68277,64228,65159,64691,815,0.0127,0.0089,4.00E-04,0.0091,0.0128,0.0186,0.0178,0.0186,0.0169,0.0068,0.0394,0.5637,0.2133,0.6213,0.2511,0.2311,7,5.5455,collinear
45725,Contig40336,48802,15661,18062,16805,2401,100,-1246.07324,9223,680,97,0.9223,0.068,0.0097,Contig40336,15661,18062,16915,1409,0.0078,0.0018,0.0073,0.2252,Contig40336,15661,18062,16915,1409,0.0074,0.0056,0.0011,0.0041,0.009,0.0068,0.0081,0.0097,0.0096,0.0036,0.0827,0.2597,0.1433,0.3269,0.293,0.1413,7,4.383,collinear
2755,Contig106141,144532,11820,15378,13332,3558,100,-1364.23884,8783,736,481,0.8783,0.0736,0.0481,Contig106141,11820,15378,13258,1539,0.0063,0.0042,0.0075,0.1559,Contig106141,11820,15378,13258,1539,0.0061,0.0063,0.0038,0.005,0.0065,0.0074,0.0073,0.0076,0.0073,0.0051,0.0119,0.1801,0.1198,0.066,0.1133,0.0445,7,11.101,collinear
45727,Contig40336,48812,71214,74105,72783,2891,100,-1776.69975,8743,822,435,0.8743,0.0822,0.0435,Contig40336,71214,74105,72791,1725,0.0035,0.0045,0.0059,0.1476,Contig40336,71214,74105,72791,1725,0.0034,0.0027,0.0037,0.0068,0.0038,0.0057,0.0071,0.0057,0.007,0.0068,0.0503,0.1908,0.1619,0.0678,0.1278,0.0862,7,4.383,collinear
45721,Contig40336,48808,38048,43154,41980,5106,100,-1415.44615,8725,723,552,0.8725,0.0723,0.0552,Contig40336,38048,43154,42068,1345,0.0067,0.0018,0.0073,0.2796,Contig40336,38048,43154,42068,1345,0.0065,0.0068,6.00E-04,0.0068,0.0072,0.0071,0.0083,0.0073,0.0084,0.0048,0.0209,0.3942,0.1012,0.2857,0.0826,0.1528,7,4.383,collinear
58112,Contig43080,59812,21530,25036,23250,3506,100,-1630.04901,8670,491,839,0.867,0.0491,0.0839,Contig43080,21530,25036,23195,2180,0.0036,0.0085,0.0074,0.0654,Contig43080,21530,25036,23195,2180,0.0039,0.0038,0.0084,0.0076,0.0039,0.0076,0.0078,0.0079,0.008,0.0099,0.001,0.0701,0.1498,0.0231,0.1179,0.0548,7,17.4975,collinear
127129,Contig68277,120243,26045,30260,27927,4215,100,-1441.04948,8635,887,478,0.8635,0.0887,0.0478,Contig68277,26045,30260,27927,1347,0.0074,0.005,0.0093,0.1731,Contig68277,26045,30260,27927,1347,0.0069,0.0058,0.0046,0.0034,0.0089,0.0095,0.0077,0.0101,0.0076,0.0063,0.0871,0.2146,0.1681,0.0998,0.2298,0.1168,7,5.5455,collinear
45746,Contig40336,48820,104488,105988,105229,1500,100,-1498.17935,8512,1335,153,0.8512,0.1335,0.0153,Contig40336,104488,105988,105241,1358,0.0092,0.0055,0.0126,0.2375,Contig40336,104488,105988,105241,1358,0.0088,0.0069,0.0057,0.0047,0.0104,0.0126,0.0133,0.0118,0.012,0.0053,0.069,0.244,0.2823,0.093,0.3119,0.006,7,4.383,collinear
127120,Contig68277,120252,47605,64223,50306,16618,100,-1029.90451,8410,948,642,0.841,0.0948,0.0642,Contig68277,47605,64223,50632,1221,0.0075,0.0014,0.0064,0.2098,Contig68277,47605,64223,50632,1221,0.0069,0.0097,0.0012,0.0021,0.009,0.0061,0.0062,0.0083,0.0084,0.0017,0.0249,0.2284,0.1273,0.1509,0.1936,0.0017,7,5.5455,collinear
127138,Contig68277,120257,79162,81504,80425,2342,100,-1425.91756,8228,1219,553,0.8228,0.1219,0.0553,Contig68277,79162,81504,80372,1394,0.0056,0.0056,0.0078,0.1344,Contig68277,79162,81504,80372,1394,0.0053,0.0072,0.0055,0.0054,0.0065,0.0077,0.0083,0.0079,0.0083,0.0058,0.0118,0.143,0.2044,0.0287,0.1218,0.0175,7,5.5455,collinear
45736,Contig40336,48798,7390,8702,8016,1312,100,-1622.07763,8192,460,1348,0.8192,0.046,0.1348,Contig40336,7390,8702,8022,1095,0.0148,0.007,0.0235,0.3499,Contig40336,7390,8702,8022,1095,0.0139,0.0144,0.0036,0.0133,0.0164,0.0235,0.0186,0.0271,0.0205,0.0152,0.0379,0.4761,0.1406,0.3131,0.1591,0.2575,7,4.383,collinear
127144,Contig68277,120250,44664,46070,45374,1406,100,-1495.32649,8081,934,985,0.8081,0.0934,0.0985,Contig68277,44664,46070,45395,1090,0.0109,0.005,0.0101,0.1143,Contig68277,44664,46070,45395,1090,0.01,0.0145,0.0049,0.0052,0.0134,0.0095,0.0099,0.0133,0.0135,0.0052,0.0279,0.1163,0.1092,0.0657,0.1591,0.0072,7,5.5455,collinear
127128,Contig68277,120244,30261,31856,31113,1595,100,-1278.87165,8047,1584,369,0.8047,0.1584,0.0369,Contig68277,30261,31856,31032,1412,0.0076,0.005,0.0091,0.1604,Contig68277,30261,31856,31032,1412,0.0069,0.007,0.0049,0.0023,0.0097,0.0092,0.0066,0.0113,0.0081,0.0053,0.0903,0.1884,0.1413,0.1002,0.2798,0.0849,7,5.5455,collinear
127119,Contig68277,120245,31857,33052,32453,1195,100,-1098.60414,8035,1171,794,0.8035,0.1171,0.0794,Contig68277,31857,33052,32426,1030,0.0089,0.0057,0.0092,0.0997,Contig68277,31857,33052,32426,1030,0.0083,0.0116,0.0057,0.0054,0.0107,0.009,0.0095,0.0103,0.0107,0.0058,0.0207,0.1054,0.1418,0.0271,0.1087,0.009,7,5.5455,collinear
45729,Contig40336,48803,18065,20052,19093,1987,100,-1220.14686,8029,1929,42,0.8029,0.1929,0.0042,Contig40336,18065,20052,19061,1682,0.0074,0.0018,0.007,0.2158,Contig40336,18065,20052,19061,1682,0.0069,0.0072,0.0013,0.0035,0.0089,0.0068,0.007,0.008,0.0079,0.0032,0.0612,0.2689,0.124,0.196,0.1824,0.1075,7,4.383,collinear
123528,Contig66176,117067,38624,42665,41211,4041,100,-1272.31378,7977,906,1117,0.7977,0.0906,0.1117,Contig66176,38624,42665,41249,2351,0.0027,0.0033,0.0035,0.062,Contig66176,38624,42665,41249,2351,0.0027,0.0018,0.0032,0.0031,0.0028,0.0035,0.0037,0.0036,0.0036,0.0036,0.0505,0.0664,0.1065,0.036,0.138,0.0346,7,26.862,collinear
14493,Contig1470,7784,27762,28915,28350,1153,100,-2340.96297,7931,1753,316,0.7931,0.1753,0.0316,Contig1470,27762,28915,28338,1128,0.0119,0.0103,0.0135,0.0805,Contig1470,27762,28915,28338,1128,0.0102,0.0064,0.0088,0.0065,0.0173,0.0126,0.0158,0.0161,0.0164,0.0149,0.188,0.1169,0.2735,0.0939,0.3738,0.1807,7,4.692,collinear
45735,Contig40336,48801,13989,15660,14695,1671,100,-1467.14473,7826,1745,429,0.7826,0.1745,0.0429,Contig40336,13989,15660,14802,1326,0.0102,0.0043,0.0126,0.2592,Contig40336,13989,15660,14802,1326,0.0096,0.0121,0.0039,0.0059,0.0121,0.0124,0.0121,0.0147,0.0131,0.0058,0.03,0.2909,0.1902,0.1399,0.1764,0.0546,7,4.383,collinear
127141,Contig68277,120255,67263,73950,69936,6687,100,-1153.52315,7613,680,1707,0.7613,0.068,0.1707,Contig68277,67263,73950,70361,1744,0.0063,0.0031,0.0075,0.2187,Contig68277,67263,73950,70361,1744,0.0062,0.0077,0.0026,0.0058,0.0076,0.0079,0.0076,0.0074,0.0075,0.0049,0.0273,0.2749,0.1062,0.077,0.0444,0.0545,7,5.5455,collinear
65842,Contig45589,66562,53017,66571,60803,13554,100,-1595.14099,7417,1326,1257,0.7417,0.1326,0.1257,Contig45589,53017,66571,61703,2191,0.0046,0.0046,0.0056,0.0807,Contig45589,53017,66571,61703,2191,0.004,0.0041,0.004,0.0056,0.0061,0.0052,0.0069,0.0066,0.008,0.0063,0.1107,0.1021,0.1682,0.0638,0.187,0.0851,7,51.372,buffer
28935,Contig2926,15609,54081,58758,55224,4677,100,-1785.54802,7283,1273,1444,0.7283,0.1273,0.1444,Contig2926,54081,58758,55437,1171,0.0113,0.0088,0.0121,0.0755,Contig2926,54081,58758,55437,1171,0.0111,0.012,0.009,0.0082,0.0122,0.012,0.0114,0.0134,0.0126,0.0086,0.0132,0.0752,0.0722,0.0324,0.097,4.00E-04,7,4.692,collinear
123530,Contig66176,117068,42701,55232,44011,12531,100,-1385.26746,7252,1284,1464,0.7252,0.1284,0.1464,Contig66176,42701,55232,44411,1879,0.0044,0.0045,0.0054,0.072,Contig66176,42701,55232,44411,1879,0.0042,0.0036,0.0044,0.0046,0.0049,0.0053,0.0056,0.0055,0.0055,0.0049,0.0537,0.0805,0.1091,0.0349,0.1097,0.0252,7,26.862,collinear
45749,Contig40336,48813,74132,77356,75538,3224,100,-2151.99904,7218,2542,240,0.7218,0.2542,0.024,Contig40336,74132,77356,75452,1358,0.0077,0.0064,0.0113,0.1956,Contig40336,74132,77356,75452,1358,0.0076,0.0034,0.0053,0.0104,0.0082,0.0114,0.0112,0.0109,0.01,0.0093,0.0881,0.2478,0.1027,0.1185,0.1232,0.0601,7,4.383,collinear
127125,Contig68277,120239,13247,14930,14142,1683,100,-1543.3594,7215,2172,613,0.7215,0.2172,0.0613,Contig68277,13247,14930,14087,1038,0.0089,0.0087,0.0119,0.1217,Contig68277,13247,14930,14087,1038,0.0087,0.0076,0.0075,0.0112,0.0095,0.0117,0.0127,0.012,0.013,0.0116,0.0374,0.1514,0.1154,0.0594,0.1191,0.0669,7,5.5455,collinear
89112,Contig51886,87163,39424,49465,45026,10041,100,-1794.70597,7205,1419,1376,0.7205,0.1419,0.1376,Contig51886,39424,49465,45517,1625,0.008,0.0079,0.0107,0.1163,Contig51886,39424,49465,45517,1625,0.0081,0.0056,0.008,0.0084,0.0086,0.0106,0.0105,0.0125,0.0124,0.0083,0.0528,0.1096,0.1108,0.0713,0.2117,0.0044,7,20.626,collinear
71674,Contig47050,71674,348,4218,2601,3870,100,-2021.74646,7058,1614,1328,0.7058,0.1614,0.1328,Contig47050,348,4218,2628,1996,0.0057,0.0052,0.007,0.0978,Contig47050,348,4218,2628,1996,0.0055,0.0052,0.0052,0.004,0.0064,0.0069,0.0074,0.0066,0.007,0.0053,0.0471,0.1048,0.1932,0.0277,0.1752,0.034,7,28.603,collinear
135165,Contig7387,29997,20754,39565,27727,18811,100,-1493.594,9867,21,112,0.9867,0.0021,0.0112,Contig7387,20754,39565,26919,1605,0.005,0.0019,0.0053,0.2009,Contig7387,20754,39565,26919,1605,0.005,0.0032,0.0015,0.0038,0.005,0.0051,0.0064,0.0049,0.0062,0.003,0.0456,0.2236,0.1633,0.1456,0.2241,0.0476,8,22.8935,collinear
73506,Contig47509,73288,29234,41102,32888,11868,100,-1546.89823,9809,191,0,0.9809,0.0191,0,Contig47509,29234,41102,32690,1905,0.0046,0.0033,0.0095,0.3663,Contig47509,29234,41102,32690,1905,0.0033,0.0054,0.0022,0.0053,0.0083,0.0093,0.0108,0.0089,0.0104,0.0064,0.215,0.505,0.4248,0.187,0.2692,0.2052,8,10.1185,collinear
73509,Contig47509,73289,41122,44530,43239,3408,100,-1633.01363,9804,135,61,0.9804,0.0135,0.0061,Contig47509,41122,44530,43274,2045,0.006,0.0038,0.0145,0.4602,Contig47509,41122,44530,43274,2045,0.0045,0.0061,0.0033,0.0041,0.0113,0.0145,0.0151,0.0158,0.0153,0.0058,0.2389,0.5286,0.5254,0.2527,0.462,0.1372,8,10.1185,collinear
3576,Contig107733,145015,941,11102,7406,10161,100,-1960.7189,8101,827,1072,0.8101,0.0827,0.1072,Contig107733,941,11102,7328,1662,0.0072,0.0056,0.0083,0.1073,Contig107733,941,11102,7328,1662,0.0068,0.0066,0.0052,0.0071,0.0086,0.0081,0.0083,0.0091,0.0088,0.0066,0.0628,0.1284,0.08,0.0605,0.0953,0.0201,8,50.9725,collinear
